x,y,z,a,b,c
11733389.00000000,6983309.00000000,337.58999634,-0.031496,-0.516253,0.855857
11733391.00000000,6983303.50000000,351.42800903,-0.655200,-0.333290,0.677961
11733386.00000000,6983300.00000000,349.38800049,-0.768465,-0.280450,0.575160
11733381.00000000,6983296.50000000,344.64401245,-0.665066,-0.234267,0.709089
11733420.00000000,6983341.50000000,334.04000854,0.546374,-0.272400,0.792006
11733417.00000000,6983335.00000000,339.97799683,0.556291,-0.367054,0.745528
11733415.00000000,6983325.00000000,354.93200684,0.609742,-0.289667,0.737772
11733407.00000000,6983322.00000000,345.67401123,0.421240,-0.496637,0.758887
11733400.00000000,6983319.50000000,335.31900024,0.230698,-0.657568,0.717205
11733396.00000000,6983311.00000000,342.19000244,0.253913,-0.604030,0.755431
11733394.00000000,6983309.50000000,340.64099121,0.225398,-0.601580,0.766353
11733389.00000000,6983310.00000000,329.84100342,-0.027181,-0.371477,0.928044
11733390.00000000,6983301.00000000,349.56500244,-0.713241,-0.286899,0.639513
11733386.00000000,6983297.00000000,348.33801270,-0.754428,-0.222440,0.617542
11733379.00000000,6983301.00000000,327.72799683,-0.302060,-0.190701,0.934020
11733375.00000000,6983297.00000000,326.80899048,-0.305031,-0.154567,0.939715
11733418.00000000,6983336.50000000,334.74798584,0.516930,-0.367846,0.772964
11733417.00000000,6983326.00000000,353.06900024,0.623563,-0.251004,0.740382
11733411.00000000,6983322.50000000,345.96200562,0.464634,-0.435288,0.771129
11733402.00000000,6983319.00000000,333.82299805,0.256807,-0.587663,0.767270
11733396.00000000,6983315.00000000,330.82501221,0.151463,-0.392106,0.907365
11733394.00000000,6983307.50000000,339.69601440,0.246594,-0.535062,0.808022
11733389.00000000,6983302.00000000,338.72500610,-0.119915,-0.322019,0.939108
11733387.00000000,6983298.00000000,342.78698730,-0.571429,-0.157480,0.805400
11733381.00000000,6983300.00000000,327.54400635,-0.266779,-0.187430,0.945357
11733376.00000000,6983294.50000000,326.70401001,-0.305438,-0.130518,0.943225
11733418.00000000,6983333.50000000,335.81799316,0.495572,-0.376118,0.782907
11733417.00000000,6983324.00000000,352.83200073,0.610852,-0.229655,0.757706
11733411.00000000,6983321.50000000,345.13598633,0.457684,-0.438139,0.773666
11733405.00000000,6983321.50000000,331.73699951,0.230358,-0.450177,0.862714
11733401.00000000,6983315.00000000,336.54000854,0.276127,-0.636848,0.719846
11733395.00000000,6983312.50000000,330.41101074,0.146538,-0.364251,0.919700
11733394.00000000,6983305.00000000,342.49099731,0.131305,-0.410858,0.902194
11733389.00000000,6983306.00000000,329.27600098,-0.026212,-0.295826,0.954882
11733387.00000000,6983304.00000000,328.75100708,-0.096782,-0.267119,0.958791
11733387.00000000,6983297.50000000,342.41299438,-0.575962,-0.141386,0.805157
11733380.00000000,6983297.00000000,327.21600342,-0.281043,-0.149262,0.948017
11733421.00000000,6983336.50000000,333.44900513,0.460526,-0.319068,0.828318
11733416.00000000,6983329.50000000,336.03399658,0.450532,-0.389606,0.803261
11733414.00000000,6983323.00000000,344.82699585,0.500546,-0.383914,0.775928
11733407.00000000,6983320.00000000,336.70401001,0.376830,-0.549748,0.745504
11733403.00000000,6983318.00000000,331.98599243,0.209839,-0.444978,0.870610
11733399.00000000,6983314.00000000,330.85699463,0.170930,-0.318236,0.932474
11733394.00000000,6983309.00000000,329.84698486,0.132933,-0.341240,0.930529
11733391.00000000,6983306.00000000,329.24301147,0.039051,-0.298550,0.953595
11733388.00000000,6983304.00000000,328.82299805,-0.066845,-0.263596,0.962314
11733383.00000000,6983299.00000000,327.75399780,-0.240220,-0.178487,0.954168
11733378.00000000,6983293.50000000,326.92098999,-0.305282,-0.115980,0.945173
11733379.00000000,6983285.50000000,342.15701294,-0.669821,-0.149689,0.727278
11733417.00000000,6983329.00000000,335.86999512,0.425099,-0.361888,0.829655
11733414.00000000,6983323.50000000,339.84698486,0.465392,-0.391315,0.793903
11733408.00000000,6983321.50000000,332.64199829,0.281459,-0.438338,0.853605
11733404.00000000,6983317.00000000,331.99301147,0.212122,-0.425727,0.879637
11733400.00000000,6983313.50000000,330.85101318,0.162389,-0.290662,0.942945
11733395.00000000,6983308.00000000,329.82101440,0.142882,-0.308898,0.940301
11733390.00000000,6983303.00000000,328.76400757,-0.017907,-0.230400,0.972931
11733385.00000000,6983298.00000000,327.79299927,-0.207090,-0.160201,0.965116
11733381.00000000,6983295.00000000,327.31399536,-0.283871,-0.114869,0.951957
11733378.00000000,6983292.00000000,326.90798950,-0.312177,-0.102288,0.944501
11733380.00000000,6983285.00000000,341.30398560,-0.669081,-0.114233,0.734358
11733421.00000000,6983332.50000000,334.49899292,0.399442,-0.304555,0.864692
11733417.00000000,6983326.50000000,335.77899170,0.380245,-0.330983,0.863634
11733412.00000000,6983321.00000000,335.73300171,0.337977,-0.406507,0.848837
11733407.00000000,6983315.50000000,336.65100098,0.327096,-0.508993,0.796200
11733401.00000000,6983312.50000000,330.78500366,0.160813,-0.277030,0.947309
11733396.00000000,6983307.50000000,329.76199341,0.147678,-0.294002,0.944327
11733391.00000000,6983302.50000000,328.71200562,0.010627,-0.225537,0.974177
11733385.00000000,6983297.00000000,327.65600586,-0.217529,-0.135151,0.966652
11733384.00000000,6983288.00000000,342.34100342,-0.710286,-0.127104,0.692342
11733380.00000000,6983285.50000000,337.38699341,-0.605363,-0.076210,0.792293
11733375.00000000,6983284.00000000,331.30398560,-0.407730,-0.080455,0.909551
11733419.00000000,6983328.00000000,335.56201172,0.371826,-0.308084,0.875688
11733414.00000000,6983323.00000000,334.68899536,0.339875,-0.349019,0.873310
11733410.00000000,6983317.50000000,336.70401001,0.330546,-0.433940,0.838114
11733404.00000000,6983314.50000000,331.30398560,0.193757,-0.363115,0.911376
11733399.00000000,6983309.50000000,330.23400879,0.151730,-0.275263,0.949320
11733394.00000000,6983304.00000000,329.15200806,0.098150,-0.243463,0.964931
11733390.00000000,6983300.00000000,328.37100220,-0.055844,-0.177038,0.982619
11733395.00000000,6983289.50000000,356.87500000,-0.530057,-0.158869,0.832947
11733388.00000000,6983285.50000000,352.51800537,-0.722095,-0.196373,0.663338
11733382.00000000,6983287.00000000,337.66900635,-0.623185,-0.073401,0.778622
11733380.00000000,6983284.00000000,337.57699585,-0.615060,-0.058509,0.786306
11733376.00000000,6983279.50000000,337.52398682,-0.559289,-0.057760,0.826958
11733418.00000000,6983325.50000000,335.50299072,0.333966,-0.286469,0.897999
11733413.00000000,6983320.00000000,335.52899170,0.295089,-0.352010,0.888263
11733408.00000000,6983315.00000000,336.22500610,0.308134,-0.458290,0.833681
11733403.00000000,6983312.00000000,330.72000122,0.175091,-0.296414,0.938873
11733398.00000000,6983307.00000000,329.81399536,0.145307,-0.265285,0.953158
11733402.00000000,6983293.50000000,362.82598877,-0.058013,0.169304,0.983855
11733391.00000000,6983300.00000000,328.44900513,-0.026652,-0.177292,0.983797
11733395.00000000,6983289.00000000,356.79598999,-0.530305,-0.155972,0.833336
11733389.00000000,6983284.50000000,352.30801392,-0.710871,-0.165921,0.683471
11733381.00000000,6983289.50000000,326.68399048,-0.330472,-0.055727,0.942169
11733380.00000000,6983283.00000000,337.60299683,-0.619334,-0.046769,0.783734
11733376.00000000,6983282.00000000,331.17898560,-0.435412,-0.044485,0.899132
11733420.00000000,6983325.50000000,335.46398926,0.300526,-0.235009,0.924367
11733414.00000000,6983320.00000000,334.92599487,0.269314,-0.307163,0.912755
11733410.00000000,6983315.00000000,335.05700684,0.238520,-0.325255,0.915050
11733405.00000000,6983311.50000000,330.72000122,0.176495,-0.283213,0.942677
11733399.00000000,6983306.50000000,329.82699585,0.144772,-0.258997,0.954967
11733405.00000000,6983294.00000000,364.32901001,-0.005763,0.194783,0.980829
11733401.00000000,6983291.50000000,361.18600464,-0.103578,0.198420,0.974629
11733395.00000000,6983287.00000000,356.54000854,-0.541905,-0.133641,0.829746
11733384.00000000,6983286.50000000,335.41799927,-0.605456,0.012413,0.795782
11733381.00000000,6983282.00000000,337.65600586,-0.634793,-0.029428,0.772122
11733377.00000000,6983281.00000000,331.73699951,-0.474392,-0.028382,0.879856
11733417.00000000,6983321.50000000,332.58999634,0.183747,-0.183747,0.965647
11733412.00000000,6983316.50000000,331.61898804,0.132110,-0.211633,0.968379
11733407.00000000,6983311.50000000,330.92999268,0.151288,-0.266427,0.951908
11733402.00000000,6983306.50000000,329.99798584,0.175989,-0.274215,0.945428
11733405.00000000,6983291.50000000,364.18399048,-0.022652,0.225324,0.974020
11733399.00000000,6983287.50000000,359.62399292,-0.332892,0.039844,0.942123
11733393.00000000,6983283.50000000,354.93899536,-0.614287,-0.132377,0.777899
11733385.00000000,6983285.00000000,334.88000488,-0.617497,0.049684,0.785002
11733380.00000000,6983280.00000000,334.53900146,-0.581225,-0.006838,0.813714
11733419.00000000,6983320.00000000,332.42599487,0.109575,-0.079586,0.990787
11733414.00000000,6983315.00000000,331.60501099,0.032812,-0.051864,0.998115
11733409.00000000,6983310.00000000,330.83099365,0.019512,-0.033890,0.999235
11733404.00000000,6983305.00000000,330.01098633,0.157567,-0.242309,0.957319
11733408.00000000,6983291.50000000,363.39700317,0.036864,0.319062,0.947017
11733403.00000000,6983287.00000000,361.39498901,-0.162807,0.178191,0.970434
11733396.00000000,6983282.50000000,356.59899902,-0.548690,-0.063473,0.833613
11733390.00000000,6983278.50000000,352.35400391,-0.690289,-0.098613,0.716782
11733382.00000000,6983278.50000000,334.46701050,-0.609410,0.018046,0.792650
11733377.00000000,6983273.00000000,334.77499390,-0.542724,-0.026106,0.839505
11733419.00000000,6983317.00000000,331.94000244,0.033686,0.013270,0.999344
11733413.00000000,6983311.50000000,331.25100708,-0.062133,0.100542,0.992991
11733408.00000000,6983306.50000000,330.47000122,-0.049203,0.133877,0.989776
11733405.00000000,6983303.50000000,329.84698486,0.068911,-0.096023,0.992991
11733409.00000000,6983290.00000000,362.97698975,0.031632,0.317587,0.947701
11733404.00000000,6983285.00000000,361.73001099,-0.175633,0.165377,0.970466
11733396.00000000,6983279.50000000,355.87701416,-0.575730,-0.029133,0.817121
11733385.00000000,6983279.50000000,334.49301147,-0.635567,0.058558,0.769822
11733381.00000000,6983274.00000000,334.50601196,-0.603682,-0.015196,0.797081
11733376.00000000,6983268.50000000,334.51901245,-0.508332,-0.068618,0.858423
11733417.00000000,6983313.50000000,331.65798950,-0.041085,0.103267,0.993805
11733412.00000000,6983308.50000000,330.87701416,-0.107948,0.222247,0.968996
11733408.00000000,6983304.50000000,330.36499023,-0.136821,0.272313,0.952431
11733411.00000000,6983291.50000000,361.16598511,0.071585,0.398444,0.914395
11733407.00000000,6983285.50000000,364.01998901,-0.067682,0.162674,0.984356
11733401.00000000,6983281.50000000,359.00698853,-0.395891,0.091781,0.913699
11733395.00000000,6983277.00000000,354.49301147,-0.614082,-0.037941,0.788330
11733385.00000000,6983277.50000000,334.49899292,-0.644508,0.041079,0.763494
11733381.00000000,6983272.50000000,334.48599243,-0.600304,-0.034983,0.799006
11733376.00000000,6983267.00000000,334.45999146,-0.496145,-0.089052,0.863661
11733418.00000000,6983313.00000000,331.61801147,-0.052007,0.144465,0.988142
11733413.00000000,6983308.00000000,330.86401367,-0.133969,0.269265,0.953703
11733416.00000000,6983297.00000000,357.27499390,0.172301,0.466834,0.867398
11733412.00000000,6983291.00000000,361.00201416,0.077530,0.401253,0.912680
11733408.00000000,6983284.50000000,364.43301392,-0.052617,0.160188,0.985683
11733403.00000000,6983281.50000000,360.46398926,-0.290080,0.117886,0.949714
11733397.00000000,6983277.00000000,355.61499023,-0.581233,-0.004103,0.813727
11733387.00000000,6983278.00000000,334.47299194,-0.664001,0.067696,0.744661
11733386.00000000,6983269.50000000,347.57000732,-0.730744,-0.073798,0.678651
11733378.00000000,6983268.50000000,334.45999146,-0.540624,-0.081308,0.837326
11733420.00000000,6983314.50000000,331.83499146,-0.023195,0.115977,0.992981
11733415.00000000,6983309.50000000,331.13900757,-0.114598,0.238210,0.964429
11733417.00000000,6983297.50000000,356.58599854,0.176544,0.491060,0.853049
11733414.00000000,6983292.50000000,359.55801392,0.102570,0.451026,0.886597
11733410.00000000,6983286.00000000,363.41000366,0.010576,0.215052,0.976545
11733404.00000000,6983281.50000000,361.19900513,-0.229619,0.119300,0.965941
11733398.00000000,6983277.00000000,356.26400757,-0.558113,0.015084,0.829628
11733388.00000000,6983278.00000000,334.41400146,-0.667544,0.079989,0.740261
11733383.00000000,6983272.50000000,334.42700195,-0.625166,-0.035122,0.779701
11733378.00000000,6983267.00000000,334.47299194,-0.529607,-0.108230,0.841310
11733419.00000000,6983311.50000000,331.54000854,-0.077946,0.214043,0.973709
11733414.00000000,6983306.50000000,330.92999268,-0.160850,0.345478,0.924539
11733417.00000000,6983297.00000000,356.17898560,0.154775,0.502649,0.850523
11733414.00000000,6983291.00000000,359.85299683,0.098644,0.420975,0.901693
11733410.00000000,6983284.50000000,363.67898560,0.005734,0.184632,0.982791
11733404.00000000,6983280.00000000,360.93600464,-0.246526,0.095800,0.964390
11733398.00000000,6983276.00000000,356.19198608,-0.564387,0.004080,0.825500
11733388.00000000,6983277.00000000,334.38800049,-0.673062,0.067739,0.736477
11733385.00000000,6983273.50000000,334.37500000,-0.647880,-0.012486,0.761640
11733382.00000000,6983270.50000000,334.42098999,-0.606745,-0.076384,0.791218
11733377.00000000,6983265.00000000,334.51300049,-0.494332,-0.129019,0.859645
11733420.00000000,6983310.50000000,331.51998901,-0.088822,0.269042,0.959024
11733421.00000000,6983299.50000000,353.52099609,0.212443,0.530344,0.820734
11733417.00000000,6983293.50000000,357.25500488,0.111045,0.520615,0.846540
11733413.00000000,6983287.50000000,360.85101318,0.072327,0.332705,0.940253
11733408.00000000,6983280.50000000,363.50201416,-0.079404,0.109325,0.990829
11733402.00000000,6983276.50000000,358.69198608,-0.408766,0.060708,0.910618
11733396.00000000,6983272.50000000,354.02700806,-0.619249,-0.049597,0.783627
11733390.00000000,6983268.00000000,349.53201294,-0.702740,-0.110959,0.702740
11733382.00000000,6983267.50000000,335.00500488,-0.600158,-0.138498,0.787800
11733377.00000000,6983262.00000000,334.82800293,-0.462387,-0.168808,0.870461
11733420.00000000,6983307.50000000,331.45401001,-0.112186,0.339260,0.933979
11733420.00000000,6983295.50000000,354.78100586,0.152588,0.534800,0.831087
11733416.00000000,6983289.50000000,358.66598511,0.119129,0.410645,0.903980
11733412.00000000,6983283.00000000,362.47100830,0.046261,0.188601,0.980964
11733407.00000000,6983278.00000000,362.53100586,-0.133911,0.068702,0.988609
11733401.00000000,6983273.50000000,357.70098877,-0.484515,-0.001327,0.874782
11733395.00000000,6983269.50000000,353.06900024,-0.632142,-0.091975,0.769374
11733389.00000000,6983265.00000000,348.21301270,-0.715535,-0.189270,0.672449
11733382.00000000,6983265.00000000,335.11599731,-0.581118,-0.180556,0.793537
11733378.00000000,6983259.50000000,335.37200928,-0.459151,-0.210881,0.862965
11733422.00000000,6983295.50000000,353.98699951,0.182146,0.537405,0.823419
11733418.00000000,6983289.00000000,357.72698975,0.152727,0.406796,0.900661
11733414.00000000,6983283.00000000,361.34899902,0.091101,0.215896,0.972157
11733410.00000000,6983277.00000000,363.73098755,-0.051289,0.068749,0.996315
11733403.00000000,6983273.00000000,359.08599854,-0.359312,-0.006348,0.933196
11733397.00000000,6983269.00000000,354.45999146,-0.606770,-0.103809,0.788070
11733391.00000000,6983264.50000000,349.84698486,-0.692524,-0.179657,0.698666
11733383.00000000,6983264.00000000,334.64999390,-0.579299,-0.207441,0.788277
11733378.00000000,6983258.50000000,334.60400391,-0.430960,-0.219208,0.875341
11733421.00000000,6983291.50000000,355.05700684,0.180518,0.496799,0.848884
11733417.00000000,6983285.50000000,358.91500854,0.152291,0.314185,0.937067
11733413.00000000,6983279.50000000,362.61599731,0.044694,0.140959,0.989006
11733408.00000000,6983274.00000000,362.43200684,-0.126057,0.003288,0.992018
11733402.00000000,6983270.00000000,357.56298828,-0.448682,-0.075931,0.890460
11733396.00000000,6983266.00000000,352.94400024,-0.614703,-0.151797,0.774014
11733390.00000000,6983261.50000000,348.25299072,-0.706243,-0.275801,0.652039
11733382.00000000,6983260.50000000,334.64999390,-0.521208,-0.242818,0.818157
11733377.00000000,6983255.00000000,334.82101440,-0.379303,-0.224067,0.897732
11733420.00000000,6983289.00000000,355.95599365,0.188934,0.423270,0.886085
11733416.00000000,6983282.50000000,359.77499390,0.131264,0.235235,0.963034
11733412.00000000,6983276.50000000,363.59399414,-0.001048,0.076536,0.997066
11733405.00000000,6983270.50000000,359.93200684,-0.239459,-0.060795,0.969001
11733399.00000000,6983266.50000000,354.98498535,-0.572259,-0.163717,0.803565
11733392.00000000,6983261.50000000,349.36801147,-0.682709,-0.276601,0.676314
11733383.00000000,6983259.00000000,334.64999390,-0.520382,-0.267223,0.811045
11733378.00000000,6983253.50000000,334.61801147,-0.378277,-0.231088,0.896384
11733419.00000000,6983284.50000000,357.77301025,0.190701,0.302060,0.934020
11733415.00000000,6983278.50000000,361.50698853,0.091401,0.136507,0.986414
11733411.00000000,6983272.50000000,363.51501465,-0.059453,-0.009387,0.998187
11733405.00000000,6983268.00000000,358.93499756,-0.254733,-0.109910,0.960745
11733398.00000000,6983264.00000000,354.00100708,-0.583111,-0.204627,0.786199
